Examiner,Course coordinator,Teachers,Year,Part of programme,Duration,Pace of study,Form of study,Language of instruction,Course location,Number of places,Course code,Semester,Target group,Choose semester and course offering,P1,P2,P3,P4,Starting Term
{'Kathlén Kohn': 'https://www.kth.se/profile/kathlen/'},{'Kathlén Kohn': 'https://www.kth.se/profile/kathlen/'},{'Kathlén Kohn': 'https://www.kth.se/profile/kathlen/'},2022/2023,"['Degree Programme in Engineering Mathematics, åk 2, Conditionally Elective', 'Degree Programme in Engineering Mathematics, åk 3, Optional', 'Degree Programme in Engineering Physics, åk 3, Optional', 'Master of Science in Engineering and in Education, åk 4, MAFY, Conditionally Elective', 'Master of Science in Engineering and in Education, åk 4, TEMI, Conditionally Elective', 'Master of Science in Engineering and in Education, åk 4, TIKT, Conditionally Elective', 'Master of Science in Engineering and in Education, åk 5, MAFY, Conditionally Elective']","['17/01/2023', '05/06/2023']",25%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1678,Spring 2023,,,,,3.7,3.8,Spring
{'Jonatan Lenells': 'https://www.kth.se/profile/jlenells/'},{'Jonatan Lenells': 'https://www.kth.se/profile/jlenells/'},{'Jonatan Lenells': 'https://www.kth.se/profile/jlenells/'},2022/2023,"['Degree Programme in Electrical Engineering, åk 2, Conditionally Elective', 'Degree Programme in Electrical Engineering, åk 3, Conditionally Elective', 'Degree Programme in Engineering Mathematics, åk 2, Mandatory', 'Degree Programme in Engineering Physics, åk 3, Optional']","['17/01/2023', '17/03/2023']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1679,Spring 2023,,,,,7.5,,Spring
{'Roy Skjelnes': 'https://www.kth.se/profile/skjelnes/'},{'Roy Skjelnes': 'https://www.kth.se/profile/skjelnes/'},{'Roy Skjelnes': 'https://www.kth.se/profile/skjelnes/'},2021/2022,,"['01/11/2021', '07/06/2022']",17%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1680,Autumn 2021,,,,2.6,2.7,2.7,Autumn
{'Roy Skjelnes': 'https://www.kth.se/profile/skjelnes/'},{'Roy Skjelnes': 'https://www.kth.se/profile/skjelnes/'},{'Roy Skjelnes': 'https://www.kth.se/profile/skjelnes/'},2022/2023,,"['31/10/2022', '05/06/2023']",17%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1680,Autumn 2022,Elective for all programmes as long as it can be included in your programme.,,,2.6,2.7,2.7,Autumn
{'David Rydh': 'https://www.kth.se/profile/dary/'},{'David Rydh': 'https://www.kth.se/profile/dary/'},{'David Rydh': 'https://www.kth.se/profile/dary/'},2022/2023,"['Degree Programme in Engineering Mathematics, åk 2, Mandatory', 'Degree Programme in Engineering Physics, åk 2, Mandatory']","['31/10/2022', '16/01/2023']",33%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1681,Autumn 2022,,,,6.0,,,Autumn
"{'Mikael Smedbäck': 'https://www.kth.se/profile/mikaelsm/', 'Ozan Öktem': 'https://www.kth.se/profile/ozan/'}","{'Ozan Öktem': 'https://www.kth.se/profile/ozan/', 'Mikael Smedbäck': 'https://www.kth.se/profile/mikaelsm/'}","{'Ozan Öktem': 'https://www.kth.se/profile/ozan/', 'Mikael Smedbäck': 'https://www.kth.se/profile/mikaelsm/'}",2022/2023,"['Degree Programme in Medical Engineering, åk 2, Conditionally Elective', 'Degree Programme in Vehicle Engineering, åk 2, Mandatory']","['29/08/2022', '16/01/2023']",33%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1682,Autumn 2022,,,6.0,5.0,,,Autumn
{'Mattias Dahl': 'https://www.kth.se/profile/dahl/'},{'Mattias Dahl': 'https://www.kth.se/profile/dahl/'},{'Mattias Dahl': 'https://www.kth.se/profile/dahl/'},2022/2023,"['Degree Programme in Engineering Physics, åk 2, Mandatory', 'Degree Programme in Medical Engineering, åk 2, Conditionally Elective', 'Master of Science in Engineering and in Education, åk 3, MAFY, Mandatory']","['29/08/2022', '16/01/2023']",33%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1683,Autumn 2022,,,5.0,4.0,,,Autumn
"{'Maria Saprykina': 'https://www.kth.se/profile/masha/', 'Tommy Ekola': 'https://www.kth.se/profile/ekola/'}",{'Liviana Palmisano': 'https://www.kth.se/profile/liviana/'},"{'Zhuang Tao': 'https://www.kth.se/profile/zhuangt/', 'Liviana Palmisano': 'https://www.kth.se/profile/liviana/'}",2022/2023,"Bachelor's Programme in Information and Communication Technology, åk 1, Mandatory","['31/10/2022', '16/01/2023']",50%,Normal Daytime,English,KTH Kista,Places are not limited,SF1684,Autumn 2022,,,,7.5,,,Autumn
"{'Jonatan Lenells': 'https://www.kth.se/profile/jlenells/', 'Kristian Bjerklöv': 'https://www.kth.se/profile/bjerklov/'}",,,2022/2023,"Bachelor's Programme in Information and Communication Technology, åk 1, Mandatory","['17/01/2023', '17/03/2023']",50%,Normal Daytime,English,KTH Kista,Places are not limited,SF1685,Spring 2023,,,,,7.5,,Spring
{'Roy Skjelnes': 'https://www.kth.se/profile/skjelnes/'},{'Liviana Palmisano': 'https://www.kth.se/profile/liviana/'},{'Liviana Palmisano': 'https://www.kth.se/profile/liviana/'},2022/2023,"[""Bachelor's Programme in Information and Communication Technology, åk 2, Mandatory"", 'Degree Programme in Engineering and Economics, åk 2, TIDA, Conditionally Elective', 'Degree Programme in Engineering and Economics, åk 2, TIEL, Conditionally Elective', 'Degree Programme in Information and Communication Technology, åk 2, Conditionally Elective']","['29/08/2022', '28/10/2022']",50%,Normal Daytime,English,KTH Kista,Places are not limited,SF1686,Autumn 2022,,,7.5,,,,Autumn
{'Svante Linusson': 'https://www.kth.se/profile/linusson/'},{'Svante Linusson': 'https://www.kth.se/profile/linusson/'},{'Svante Linusson': 'https://www.kth.se/profile/linusson/'},2022/2023,"Degree Programme in Computer Science and Engineering, åk 3, Mandatory","['29/08/2022', '28/10/2022']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1688,Autumn 2022,,,6.0,,,,Autumn
{'Tommy Ekola': 'https://www.kth.se/profile/ekola/'},{'Oliver Lindblad Petersen': 'https://www.kth.se/profile/oliverlp/'},{'Oliver Lindblad Petersen': 'https://www.kth.se/profile/oliverlp/'},2022/2023,"Degree Programme in Information and Communication Technology, åk 1, Mandatory","['29/08/2022', '28/10/2022']",50%,Normal Daytime,Swedish,KTH Kista,Places are not limited,SF1689,Autumn 2022,,,6.0,,,,Autumn
{'Tommy Ekola': 'https://www.kth.se/profile/ekola/'},{'Benjamin Fahs': 'https://www.kth.se/profile/bfahs/'},{'Benjamin Fahs': 'https://www.kth.se/profile/bfahs/'},2022/2023,"Bachelor's Programme in Information and Communication Technology, åk 1, Mandatory","['29/08/2022', '28/10/2022']",50%,Normal Daytime,English,KTH Kista,Places are not limited,SF1690,Autumn 2022,,,6.0,,,,Autumn
{'Lars Filipsson': 'https://www.kth.se/profile/lfn/'},{'Lars Filipsson': 'https://www.kth.se/profile/lfn/'},{'Lars Filipsson': 'https://www.kth.se/profile/lfn/'},2021/2022,"['Degree Programme in Electrical Engineering, åk 2, Conditionally Elective', 'Degree Programme in Electrical Engineering, åk 3, Conditionally Elective', 'Degree Programme in Engineering Mathematics, åk 2, Conditionally Elective', 'Degree Programme in Engineering Physics, åk 3, Optional', ""Master's Programme, Systems, Control and Robotics, åk 1, Recommended"", ""Master's Programme, Systems, Control and Robotics, åk 1, LDCS, Conditionally Elective"", ""Master's Programme, Systems, Control and Robotics, åk 2, Recommended"", ""Master's Programme, Systems, Control and Robotics, åk 2, LDCS, Conditionally Elective""]","['18/01/2022', '07/06/2022']",25%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1691,Spring 2022,,,,,3.7,3.8,Spring
{'Lars Filipsson': 'https://www.kth.se/profile/lfn/'},{'Lars Filipsson': 'https://www.kth.se/profile/lfn/'},{'Lars Filipsson': 'https://www.kth.se/profile/lfn/'},2022/2023,"['Degree Programme in Electrical Engineering, åk 2, Conditionally Elective', 'Degree Programme in Electrical Engineering, åk 3, Conditionally Elective', 'Degree Programme in Engineering Mathematics, åk 2, Conditionally Elective', 'Degree Programme in Engineering Mathematics, åk 3, Optional', 'Degree Programme in Engineering Physics, åk 3, Optional', ""Master's Programme, Systems, Control and Robotics, åk 1, Recommended"", ""Master's Programme, Systems, Control and Robotics, åk 1, LDCS, Conditionally Elective"", ""Master's Programme, Systems, Control and Robotics, åk 2, Recommended"", ""Master's Programme, Systems, Control and Robotics, åk 2, LDCS, Conditionally Elective""]","['17/01/2023', '05/06/2023']",25%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1691,Spring 2023,,,,,3.7,3.8,Spring
{'Pär Kurlberg': 'https://www.kth.se/profile/kurlberg/'},{'Pär Kurlberg': 'https://www.kth.se/profile/kurlberg/'},{'Pär Kurlberg': 'https://www.kth.se/profile/kurlberg/'},2022/2023,"Degree Programme in Engineering Mathematics, åk 2, Mandatory","['29/08/2022', '28/10/2022']",33%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1692,Autumn 2022,,,5.5,,,,Autumn
{'Anders Szepessy': 'https://www.kth.se/profile/szepessy/'},{'Anders Szepessy': 'https://www.kth.se/profile/szepessy/'},"{'Emanuel Ström': 'https://www.kth.se/profile/emastr/', 'Anders Szepessy': 'https://www.kth.se/profile/szepessy/'}",2021/2022,"Degree Programme in Engineering Mathematics, åk 2, Mandatory","['01/11/2021', '07/06/2022']",25%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1693,Autumn 2021,,,,5.0,3.8,2.2,Autumn
{'Anders Szepessy': 'https://www.kth.se/profile/szepessy/'},{'Anders Szepessy': 'https://www.kth.se/profile/szepessy/'},"{'Anders Szepessy': 'https://www.kth.se/profile/szepessy/', 'Emanuel Ström': 'https://www.kth.se/profile/emastr/'}",2022/2023,"Degree Programme in Engineering Mathematics, åk 2, Mandatory","['31/10/2022', '05/06/2023']",25%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1693,Autumn 2022,,,,5.0,3.8,2.2,Autumn
"{'Katarina Gustavsson': 'https://www.kth.se/profile/katg/', 'Mats Boij': 'https://www.kth.se/profile/boij/'}","{'Mikael Hansson': 'https://www.kth.se/profile/mihanss/', 'Katarina Gustavsson': 'https://www.kth.se/profile/katg/'}","{'Katarina Gustavsson': 'https://www.kth.se/profile/katg/', 'Mikael Hansson': 'https://www.kth.se/profile/mihanss/'}",2022/2023,"Degree Programme in Vehicle Engineering, åk 1, Mandatory","['29/08/2022', '17/03/2023']",25%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1694,Autumn 2022,,,3.0,6.5,1.0,,Autumn
{'Anders Forsgren': 'https://www.kth.se/profile/andersf/'},{'Anders Forsgren': 'https://www.kth.se/profile/andersf/'},{'Anders Forsgren': 'https://www.kth.se/profile/andersf/'},2022/2023,"[""Bachelor's Programme in Information and Communication Technology, åk 3, Optional"", 'Degree Programme in Energy and Environment, åk 3, HSS, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, ITH, Mandatory', 'Degree Programme in Energy and Environment, åk 3, KEM, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, MES, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, MHI, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, RENE, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, SMCS, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, SUE, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, SUT, Conditionally Elective', 'Degree Programme in Engineering Mathematics, åk 3, Mandatory', 'Degree Programme in Engineering Physics, åk 3, Optional', 'Degree Programme in Industrial Technology and Sustainability, åk 3, Mandatory', ""Master's Programme, Applied and Computational Mathematics, åk 1, Recommended"", ""Master's Programme, Applied and Computational Mathematics, åk 2, Recommended"", ""Master's Programme, Computer Science, åk 2, CSDA, Recommended"", ""Master's Programme, Machine Learning, åk 1, Conditionally Elective"", ""Master's Programme, Machine Learning, åk 2, Conditionally Elective"", ""Master's Programme, Systems, Control and Robotics, åk 1, Recommended"", ""Master's Programme, Systems, Control and Robotics, åk 2, Recommended""]","['31/10/2022', '16/01/2023']",33%,Normal Daytime,English,KTH Campus,Places are not limited,SF1811,Autumn 2022,,,,6.0,,,Autumn
{'Per Enqvist': 'https://www.kth.se/profile/penqvist/'},{'Per Enqvist': 'https://www.kth.se/profile/penqvist/'},"{'Per Enqvist': 'https://www.kth.se/profile/penqvist/', 'Anders Forsgren': 'https://www.kth.se/profile/andersf/'}",2021/2022,"['Degree Programme in Electrical Engineering, åk 2, Conditionally Elective', 'Degree Programme in Electrical Engineering, åk 3, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, HSS, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, ITH, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, KEM, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, MES, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, MHI, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, RENE, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, SMCS, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, SUE, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, SUT, Conditionally Elective', 'Degree Programme in Engineering Physics, åk 3, Optional', 'Degree Programme in Industrial Engineering and Management, åk 2, TMAI, Mandatory', 'Degree Programme in Vehicle Engineering, åk 3, Mandatory', ""Master's Programme, Computer Science, åk 2, CSCS, Recommended"", ""Master's Programme, Systems, Control and Robotics, åk 1, Recommended"", ""Master's Programme, Systems, Control and Robotics, åk 2, Recommended""]","['21/03/2022', '07/06/2022']",33%,Normal Daytime,English,KTH Campus,Places are not limited,SF1861,Spring 2022,,,,,,6.0,Spring
{'Per Enqvist': 'https://www.kth.se/profile/penqvist/'},{'Per Enqvist': 'https://www.kth.se/profile/penqvist/'},{'Per Enqvist': 'https://www.kth.se/profile/penqvist/'},2022/2023,"['Degree Programme in Electrical Engineering, åk 2, Conditionally Elective', 'Degree Programme in Electrical Engineering, åk 3, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, HSS, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, ITH, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, KEM, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, MES, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, MHI, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, RENE, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, SMCS, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, SUE, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, SUT, Conditionally Elective', 'Degree Programme in Engineering Physics, åk 3, Optional', 'Degree Programme in Industrial Engineering and Management, åk 2, TMAI, Mandatory', 'Degree Programme in Vehicle Engineering, åk 3, Mandatory', ""Master's Programme, Computer Science, åk 2, CSCS, Recommended"", ""Master's Programme, Systems, Control and Robotics, åk 1, Recommended"", ""Master's Programme, Systems, Control and Robotics, åk 2, Recommended""]","['20/03/2023', '05/06/2023']",33%,Normal Daytime,English,KTH Campus,Places are not limited,SF1861,Spring 2023,,,,,,6.0,Spring
{'Mykola Shykula': 'https://www.kth.se/profile/shykula/'},{'Mykola Shykula': 'https://www.kth.se/profile/shykula/'},{'Mykola Shykula': 'https://www.kth.se/profile/shykula/'},2022/2023,"Bachelor's Programme in Information and Communication Technology, åk 3, Mandatory","['29/08/2022', '28/10/2022']",50%,Normal Daytime,English,KTH Campus,Places are not limited,SF1900,Autumn 2022,,,6.0,,,,Autumn
{'Martina Scolamiero': 'https://www.kth.se/profile/scola/'},{'Martina Scolamiero': 'https://www.kth.se/profile/scola/'},{'Martina Scolamiero': 'https://www.kth.se/profile/scola/'},2021/2022,"['Degree Programme in Energy and Environment, åk 3, HSS, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, ITH, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, KEM, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, MES, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, MHI, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, RENE, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, SMCS, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, SUE, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, SUT, Conditionally Elective', 'Degree Programme in Engineering Physics, åk 3, Optional', 'Degree Programme in Industrial Engineering and Management, åk 2, TMAI, Mandatory', 'Degree Programme in Industrial Technology and Sustainability, åk 3, TMA, Mandatory', 'Degree Programme in Mechanical Engineering, åk 3, MTH, Mandatory', 'Master of Science in Engineering and in Education, åk 4, MAFY, Conditionally Elective', 'Master of Science in Engineering and in Education, åk 4, MAKE, Conditionally Elective', 'Master of Science in Engineering and in Education, åk 4, TEMI, Conditionally Elective', 'Master of Science in Engineering and in Education, åk 5, MAKE, Conditionally Elective', 'Master of Science in Engineering and in Education, åk 5, TEMI, Conditionally Elective', 'Master of Science in Engineering and in Education, åk 5, TIKT, Conditionally Elective']","['21/03/2022', '07/06/2022']",17%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1904,Spring 2022,,,,,,3.0,Spring
{'Martina Scolamiero': 'https://www.kth.se/profile/scola/'},{'Martina Scolamiero': 'https://www.kth.se/profile/scola/'},{'Martina Scolamiero': 'https://www.kth.se/profile/scola/'},2022/2023,"['Degree Programme in Energy and Environment, åk 3, HSS, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, ITH, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, KEM, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, MES, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, MHI, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, RENE, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, SMCS, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, SUE, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, SUT, Conditionally Elective', 'Degree Programme in Engineering Physics, åk 3, Optional', 'Degree Programme in Industrial Engineering and Management, åk 2, TMAI, Mandatory', 'Degree Programme in Industrial Technology and Sustainability, åk 3, TMA, Mandatory', 'Degree Programme in Mechanical Engineering, åk 3, MTH, Mandatory', 'Master of Science in Engineering and in Education, åk 4, MAKE, Conditionally Elective', 'Master of Science in Engineering and in Education, åk 4, TEMI, Conditionally Elective', 'Master of Science in Engineering and in Education, åk 5, MAKE, Conditionally Elective', 'Master of Science in Engineering and in Education, åk 5, TEMI, Conditionally Elective']","['20/03/2023', '05/06/2023']",17%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1904,Spring 2023,,,,,,3.0,Spring
{'Björn-Olof Skytt': 'https://www.kth.se/profile/bos/'},{'Björn-Olof Skytt': 'https://www.kth.se/profile/bos/'},"{'Johan Spross': 'https://www.kth.se/profile/spross/', 'Katrin Grünfeld': 'https://www.kth.se/profile/katring/', 'Mykola Shykula': 'https://www.kth.se/profile/shykula/', 'Per Näsman': 'https://www.kth.se/profile/pern/', 'Björn-Olof Skytt': 'https://www.kth.se/profile/bos/', 'John Leander': 'https://www.kth.se/profile/johnlea/', 'Joakim Andén-Pantera': 'https://www.kth.se/profile/janden/', 'Han-Suck Song': 'https://www.kth.se/profile/hansuck/', 'Tingjun Lin': 'https://www.kth.se/profile/tingjun/', 'Marcus Adolphson': 'https://www.kth.se/profile/marcusa/'}",2022/2023,"Degree Programme in Civil Engineering and Urban Management, åk 2, Mandatory","['31/10/2022', '16/01/2023']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1910,Autumn 2022,Only CSAMH2,,,7.5,,,Autumn
{'Camilla Johansson Landén': 'https://www.kth.se/profile/landen/'},{'Camilla Johansson Landén': 'https://www.kth.se/profile/landen/'},{'Camilla Johansson Landén': 'https://www.kth.se/profile/landen/'},2022/2023,"Degree Programme in Biotechnology, åk 3, Mandatory","['31/10/2022', '16/01/2023']",33%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1911,Autumn 2022,,,,6.0,,,Autumn
{'Mykola Shykula': 'https://www.kth.se/profile/shykula/'},{'Mykola Shykula': 'https://www.kth.se/profile/shykula/'},"{'Björn-Olof Skytt': 'https://www.kth.se/profile/bos/', 'Per Alexandersson': 'https://www.kth.se/profile/perale/'}",2022/2023,"Degree Programme in Information and Communication Technology, åk 3, Mandatory","['29/08/2022', '28/10/2022']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1912,Autumn 2022,,,6.0,,,,Autumn
{'Björn-Olof Skytt': 'https://www.kth.se/profile/bos/'},"{'Mats Ögren': 'https://www.kth.se/profile/matsog/', 'Mykola Shykula': 'https://www.kth.se/profile/shykula/'}",{'Mats Ögren': 'https://www.kth.se/profile/matsog/'},2022/2023,"['Degree Programme in Vehicle Engineering, åk 3, Mandatory', 'Master of Science in Engineering and in Education, åk 3, MAKE, Mandatory']","['29/08/2022', '28/10/2022']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1914,Autumn 2022,"Only CFATE3, CLGYM MAKE3",,6.0,,,,Autumn
{'Björn-Olof Skytt': 'https://www.kth.se/profile/bos/'},{'Björn-Olof Skytt': 'https://www.kth.se/profile/bos/'},"{'Mykola Shykula': 'https://www.kth.se/profile/shykula/', 'Mats Ögren': 'https://www.kth.se/profile/matsog/'}",2022/2023,"['Degree Programme in Industrial Technology and Sustainability, åk 3, TMA, Mandatory', 'Degree Programme in Mechanical Engineering, åk 3, Mandatory', 'Degree Programme in Mechanical Engineering, åk 3, AEE, Mandatory', 'Degree Programme in Mechanical Engineering, åk 3, FOR, Mandatory', 'Degree Programme in Mechanical Engineering, åk 3, INE, Mandatory', 'Degree Programme in Mechanical Engineering, åk 3, IPDE, Mandatory', 'Degree Programme in Mechanical Engineering, åk 3, IPUB, Mandatory', 'Degree Programme in Mechanical Engineering, åk 3, IPUC, Mandatory', 'Degree Programme in Mechanical Engineering, åk 3, MRS, Mandatory', 'Degree Programme in Mechanical Engineering, åk 3, MTH, Mandatory', 'Degree Programme in Mechanical Engineering, åk 3, NEE, Mandatory', 'Degree Programme in Mechanical Engineering, åk 3, PRM, Mandatory', 'Degree Programme in Mechanical Engineering, åk 3, SUE, Mandatory', 'Degree Programme in Mechanical Engineering, åk 3, SUT, Mandatory', 'Degree Programme in Mechanical Engineering, åk 3, TEMA, Mandatory', 'Degree Programme in Mechanical Engineering, åk 3, TEMB, Mandatory', 'Degree Programme in Mechanical Engineering, åk 3, TEMC, Mandatory']","['29/08/2022', '28/10/2022']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1915,Autumn 2022,"Only CMAST3, TMA. ",,6.0,,,,Autumn
{'Björn-Olof Skytt': 'https://www.kth.se/profile/bos/'},{'Björn-Olof Skytt': 'https://www.kth.se/profile/bos/'},{'Mats Ögren': 'https://www.kth.se/profile/matsog/'},2022/2023,"['Degree Programme in Design and Product Realisation, åk 3, AEE, Mandatory', 'Degree Programme in Design and Product Realisation, åk 3, FOR, Conditionally Elective', 'Degree Programme in Design and Product Realisation, åk 3, INE, Conditionally Elective', 'Degree Programme in Design and Product Realisation, åk 3, IPDC, Recommended', 'Degree Programme in Design and Product Realisation, åk 3, IPDE, Conditionally Elective', 'Degree Programme in Design and Product Realisation, åk 3, IPUB, Conditionally Elective', 'Degree Programme in Design and Product Realisation, åk 3, MRS, Conditionally Elective', 'Degree Programme in Design and Product Realisation, åk 3, TEMA, Conditionally Elective', 'Degree Programme in Design and Product Realisation, åk 3, TEMB, Conditionally Elective', 'Degree Programme in Design and Product Realisation, åk 3, TEMC, Conditionally Elective']","['29/08/2022', '28/10/2022']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1916,Autumn 2022,Only CDEPR3,,6.0,,,,Autumn
{'Mykola Shykula': 'https://www.kth.se/profile/shykula/'},{'Mykola Shykula': 'https://www.kth.se/profile/shykula/'},"{'Joakim Andén-Pantera': 'https://www.kth.se/profile/janden/', 'Björn-Olof Skytt': 'https://www.kth.se/profile/bos/'}",2022/2023,"['Degree Programme in Energy and Environment, åk 2, Mandatory', 'Master of Science in Engineering and in Education, åk 3, MAFY, Mandatory']","['31/10/2022', '16/01/2023']",33%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1917,Autumn 2022,"Only CENMI2, CLGYM MAFY3",,,6.0,,,Autumn
{'Joakim Andén-Pantera': 'https://www.kth.se/profile/janden/'},{'Joakim Andén-Pantera': 'https://www.kth.se/profile/janden/'},{'Joakim Andén-Pantera': 'https://www.kth.se/profile/janden/'},2022/2023,"['Degree Programme in Engineering Mathematics, åk 1, Mandatory', 'Degree Programme in Industrial Engineering and Management, åk 2, Mandatory', 'Degree Programme in Industrial Engineering and Management, åk 2, DTOI, Mandatory', 'Degree Programme in Industrial Engineering and Management, åk 2, EHUI, Mandatory', 'Degree Programme in Industrial Engineering and Management, åk 2, PPUI, Mandatory', 'Degree Programme in Industrial Engineering and Management, åk 2, TMAI, Mandatory']","['31/10/2022', '16/01/2023']",33%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1918,Autumn 2022,"Only CINEK åk2, CTMAT åk 1",,,6.0,,,Autumn
{'Mykola Shykula': 'https://www.kth.se/profile/shykula/'},{'Mykola Shykula': 'https://www.kth.se/profile/shykula/'},{'Mykola Shykula': 'https://www.kth.se/profile/shykula/'},2022/2023,"Degree Programme in Media Technology, åk 2, Mandatory","['31/10/2022', '16/01/2023']",33%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1919,Autumn 2022,,,,6.0,,,Autumn
{'Mykola Shykula': 'https://www.kth.se/profile/shykula/'},{'Björn-Olof Skytt': 'https://www.kth.se/profile/bos/'},{'Björn-Olof Skytt': 'https://www.kth.se/profile/bos/'},2022/2023,"Degree Programme in Electrical Engineering, åk 2, Mandatory","['17/01/2023', '17/03/2023']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1920,Spring 2023,,,,,6.0,,Spring
{'Mykola Shykula': 'https://www.kth.se/profile/shykula/'},{'Mykola Shykula': 'https://www.kth.se/profile/shykula/'},{'Mykola Shykula': 'https://www.kth.se/profile/shykula/'},2022/2023,"['Degree Programme in Materials Design and Engineering, åk 3, INE, Recommended', 'Degree Programme in Materials Design and Engineering, åk 3, MMM, Recommended', 'Degree Programme in Materials Design and Engineering, åk 3, MRS, Mandatory', 'Degree Programme in Materials Design and Engineering, åk 3, NEE, Recommended', 'Degree Programme in Materials Design and Engineering, åk 3, NTE, Recommended', 'Degree Programme in Materials Design and Engineering, åk 3, PRM, Recommended', 'Degree Programme in Materials Design and Engineering, åk 3, SUE, Recommended', 'Degree Programme in Materials Design and Engineering, åk 3, TEMB, Recommended', 'Degree Programme in Materials Design and Engineering, åk 3, TMV, Recommended']","['17/01/2023', '17/03/2023']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1921,Spring 2023,Only CMATD3,,,,6.0,,Spring
{'Pierre Nyquist': 'https://www.kth.se/profile/pierren/'},{'Pierre Nyquist': 'https://www.kth.se/profile/pierren/'},{'Pierre Nyquist': 'https://www.kth.se/profile/pierren/'},2021/2022,"Degree Programme in Engineering Physics, åk 1, Mandatory","['21/03/2022', '07/06/2022']",33%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1922,Spring 2022,CTFYS1,,,,,6.0,Spring
