Examiner,Course coordinator,Teachers,Year,Part of programme,Duration,Pace of study,Form of study,Language of instruction,Course location,Number of places,Course code,Semester,Target group,Choose semester and course offering,P1,P2,P3,P4,Starting Term
{'Pierre Nyquist': 'https://www.kth.se/profile/pierren/'},{'Pierre Nyquist': 'https://www.kth.se/profile/pierren/'},{'Pierre Nyquist': 'https://www.kth.se/profile/pierren/'},2022/2023,"Degree Programme in Engineering Physics, åk 1, Mandatory","['20/03/2023', '05/06/2023']",33%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1922,Spring 2023,CTFYS1,,,,,6.0,Spring
{'Boualem Djehiche': 'https://www.kth.se/profile/boualem/'},{'Björn-Olof Skytt': 'https://www.kth.se/profile/bos/'},{'Björn-Olof Skytt': 'https://www.kth.se/profile/bos/'},2021/2022,"Degree Programme in Medical Engineering, åk 2, Mandatory","['21/03/2022', '07/06/2022']",33%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1923,Spring 2022,Only CMEDT,,,,,6.0,Spring
{'Boualem Djehiche': 'https://www.kth.se/profile/boualem/'},{'Boualem Djehiche': 'https://www.kth.se/profile/boualem/'},{'Boualem Djehiche': 'https://www.kth.se/profile/boualem/'},2022/2023,"Degree Programme in Medical Engineering, åk 2, Mandatory","['20/03/2023', '05/06/2023']",33%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1923,Spring 2023,,,,,,6.0,Spring
{'Björn-Olof Skytt': 'https://www.kth.se/profile/bos/'},{'Björn-Olof Skytt': 'https://www.kth.se/profile/bos/'},{'Björn-Olof Skytt': 'https://www.kth.se/profile/bos/'},2021/2022,"Degree Programme in Computer Science and Engineering, åk 2, Mandatory","['21/03/2022', '07/06/2022']",33%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1924,Spring 2022,Only CDATE2,,,,,6.0,Spring
{'Björn-Olof Skytt': 'https://www.kth.se/profile/bos/'},{'Björn-Olof Skytt': 'https://www.kth.se/profile/bos/'},"{'Mykola Shykula': 'https://www.kth.se/profile/shykula/', 'Björn-Olof Skytt': 'https://www.kth.se/profile/bos/', 'Joakim Andén-Pantera': 'https://www.kth.se/profile/janden/', 'Han-Suck Song': 'https://www.kth.se/profile/hansuck/', 'Tingjun Lin': 'https://www.kth.se/profile/tingjun/'}",2022/2023,"['Master of Science in Engineering and in Education, åk 3, TEDA, Mandatory', 'Master of Science in Engineering and in Education, åk 3, TEMI, Mandatory']","['31/10/2022', '16/01/2023']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1925,Autumn 2022,Only CLGYM3,,,7.5,,,Autumn
{'Liam Solus': 'https://www.kth.se/profile/solus/'},{'Joakim Andén-Pantera': 'https://www.kth.se/profile/janden/'},"{'Liam Solus': 'https://www.kth.se/profile/solus/', 'Joakim Andén-Pantera': 'https://www.kth.se/profile/janden/'}",2022/2023,"Degree Programme in Engineering Mathematics, åk 2, Mandatory","['29/08/2022', '28/10/2022']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1930,Autumn 2022,Only CTMAT 2,,6.0,,,,Autumn
{'Boualem Djehiche': 'https://www.kth.se/profile/boualem/'},{'Boualem Djehiche': 'https://www.kth.se/profile/boualem/'},{'Boualem Djehiche': 'https://www.kth.se/profile/boualem/'},2022/2023,"Degree Programme in Computer Science and Engineering, åk 2, Mandatory","['20/03/2023', '05/06/2023']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF1935,Spring 2023,,,,,,7.5,Spring
,,,,,,,,,,,SF250X,Spring 2022,,Choose semester and course offering to see information from the correct course syllabus and course offering.,,,,,
,,,,,,,,,,,SF250X,Autumn 2022,,Choose semester and course offering to see information from the correct course syllabus and course offering.,,,,,
,,,,,,,,,,,SF250X,Spring 2023,,Choose semester and course offering to see information from the correct course syllabus and course offering.,,,,,
{'Olof Runborg': 'https://www.kth.se/profile/olofr/'},{'Olof Runborg': 'https://www.kth.se/profile/olofr/'},{'Olof Runborg': 'https://www.kth.se/profile/olofr/'},2022/2023,"['Degree Programme in Engineering Physics, åk 3, Optional', 'Master of Science in Engineering and in Education, åk 4, TIKT, Conditionally Elective', ""Master's Programme, Applied and Computational Mathematics, åk 1, Mandatory"", ""Master's Programme, Computer Simulations for Science and Engineering, åk 1, Mandatory""]","['29/08/2022', '16/01/2023']",25%,Normal Daytime,English,KTH Campus,Places are not limited,SF2520,Autumn 2022,Available for all master program and engineering students from the 3rd study year as long as it can be included in your programme.,,3.0,4.5,,,Autumn
{'Jennifer Ryan': 'https://www.kth.se/profile/jryan/'},{'Anna-Karin Tornberg': 'https://www.kth.se/profile/akto/'},"{'Anna-Karin Tornberg': 'https://www.kth.se/profile/akto/', 'Erik Nilsson': 'https://www.kth.se/profile/erikni6/'}",2021/2022,"['Degree Programme in Engineering Physics, åk 3, Optional', ""Master's Programme, Applied and Computational Mathematics, åk 1, Optional"", ""Master's Programme, Applied and Computational Mathematics, åk 1, COMA, Conditionally Elective"", ""Master's Programme, Computer Simulations for Science and Engineering, åk 1, Mandatory""]","['18/01/2022', '07/06/2022']",25%,Normal Daytime,English,KTH Campus,Places are not limited,SF2521,Spring 2022,Available for all master program and engineering students from the 3rd study year.,,,,3.7,3.8,Spring
{'Jennifer Ryan': 'https://www.kth.se/profile/jryan/'},{'Jennifer Ryan': 'https://www.kth.se/profile/jryan/'},{'Jennifer Ryan': 'https://www.kth.se/profile/jryan/'},2022/2023,"['Degree Programme in Engineering Physics, åk 3, Optional', ""Master's Programme, Applied and Computational Mathematics, åk 1, Optional"", ""Master's Programme, Applied and Computational Mathematics, åk 1, COMA, Conditionally Elective"", ""Master's Programme, Computer Simulations for Science and Engineering, åk 1, Mandatory""]","['17/01/2023', '05/06/2023']",25%,Normal Daytime,English,KTH Campus,Places are not limited,SF2521,Spring 2023,,,,,3.7,3.8,Spring
{'Elias Jarlebring': 'https://www.kth.se/profile/eliasj/'},{'Elias Jarlebring': 'https://www.kth.se/profile/eliasj/'},{'Elias Jarlebring': 'https://www.kth.se/profile/eliasj/'},2022/2023,"[""Master's Programme, Applied and Computational Mathematics, åk 1, Optional"", ""Master's Programme, Applied and Computational Mathematics, åk 2, Optional"", ""Master's Programme, Applied and Computational Mathematics, åk 2, COMA, Mandatory"", ""Master's Programme, Computer Simulations for Science and Engineering, åk 1, Mandatory"", ""Master's Programme, Computer Simulations for Science and Engineering, åk 2, Conditionally Elective""]","['31/10/2022', '16/01/2023']",50%,Normal Daytime,English,KTH Campus,Places are not limited,SF2524,Autumn 2022,"['Available for all master program and engineering students from the 3rd study year ', 'as long as it can be included in your programme.']",,,7.5,,,Autumn
{'Anders Szepessy': 'https://www.kth.se/profile/szepessy/'},{'Anders Szepessy': 'https://www.kth.se/profile/szepessy/'},"{'Anders Szepessy': 'https://www.kth.se/profile/szepessy/', 'Mattias Sandberg': 'https://www.kth.se/profile/msandb/'}",2021/2022,"[""Master's Programme, Applied and Computational Mathematics, åk 1, Recommended"", ""Master's Programme, Applied and Computational Mathematics, åk 1, COMA, Conditionally Elective"", ""Master's Programme, Applied and Computational Mathematics, åk 1, DAVE, Conditionally Elective"", ""Master's Programme, Computer Simulations for Science and Engineering, åk 1, Conditionally Elective""]","['18/01/2022', '07/06/2022']",25%,Normal Daytime,English,KTH Campus,Places are not limited,SF2525,Spring 2022,Available for all master program and engineering students from the 3rd study year.,,,,4.0,3.5,Spring
{'Anders Szepessy': 'https://www.kth.se/profile/szepessy/'},{'Anders Szepessy': 'https://www.kth.se/profile/szepessy/'},"{'Mattias Sandberg': 'https://www.kth.se/profile/msandb/', 'Anders Szepessy': 'https://www.kth.se/profile/szepessy/'}",2022/2023,"[""Master's Programme, Applied and Computational Mathematics, åk 1, Recommended"", ""Master's Programme, Applied and Computational Mathematics, åk 1, COMA, Conditionally Elective"", ""Master's Programme, Applied and Computational Mathematics, åk 1, DAVE, Conditionally Elective"", ""Master's Programme, Computer Simulations for Science and Engineering, åk 1, Conditionally Elective""]","['17/01/2023', '05/06/2023']",25%,Normal Daytime,English,KTH Campus,Places are not limited,SF2525,Spring 2023,Available for all master program and engineering students from the 3rd study year.,,,,4.0,3.5,Spring
{'Elias Jarlebring': 'https://www.kth.se/profile/eliasj/'},{'Elias Jarlebring': 'https://www.kth.se/profile/eliasj/'},{'Elias Jarlebring': 'https://www.kth.se/profile/eliasj/'},2022/2023,"[""Master's Programme, Applied and Computational Mathematics, åk 1, Recommended"", ""Master's Programme, Applied and Computational Mathematics, åk 1, COMA, Conditionally Elective"", ""Master's Programme, Applied and Computational Mathematics, åk 1, DAVE, Conditionally Elective"", ""Master's Programme, Computer Simulations for Science and Engineering, åk 1, Conditionally Elective""]","['17/01/2023', '17/03/2023']",50%,Normal Daytime,English,KTH Campus,Places are not limited,SF2526,Spring 2023,Available for all master program and engineering students from the 3rd study year.,,,,7.5,,Spring
{'Jennifer Ryan': 'https://www.kth.se/profile/jryan/'},{'Jennifer Ryan': 'https://www.kth.se/profile/jryan/'},{'Jennifer Ryan': 'https://www.kth.se/profile/jryan/'},2022/2023,"[""Master's Programme, Applied and Computational Mathematics, åk 1, Optional"", ""Master's Programme, Applied and Computational Mathematics, åk 2, Optional"", ""Master's Programme, Applied and Computational Mathematics, åk 2, COMA, Conditionally Elective"", ""Master's Programme, Computer Science, åk 2, CSSC, Recommended"", ""Master's Programme, Computer Simulations for Science and Engineering, åk 1, Mandatory""]","['29/08/2022', '28/10/2022']",50%,Normal Daytime,English,KTH Campus,Places are not limited,SF2561,Autumn 2022,"['Available for all master program and engineering students from the 3rd study year ', 'as long as it can be included in your programme.']",,7.5,,,,Autumn
{'Katarina Gustavsson': 'https://www.kth.se/profile/katg/'},{'Michael Hanke': 'https://www.kth.se/profile/hanke/'},{'Michael Hanke': 'https://www.kth.se/profile/hanke/'},2022/2023,"['Degree Programme in Engineering Mathematics, åk 3, Optional', ""Master's Programme, Applied and Computational Mathematics, åk 1, Recommended"", ""Master's Programme, Applied and Computational Mathematics, åk 2, Recommended"", ""Master's Programme, Applied and Computational Mathematics, åk 2, COMA, Conditionally Elective"", ""Master's Programme, Computer Science, åk 2, CSSC, Recommended"", ""Master's Programme, Computer Simulations for Science and Engineering, åk 2, Conditionally Elective""]","['29/08/2022', '16/01/2023']",25%,Normal Daytime,English,KTH Campus,Places are not limited,SF2565,Autumn 2022,"['Available for all master program and engineering students from the 3rd study year ', 'as long as it can be included in your programme.']",,3.5,4.0,,,Autumn
{'Mattias Sandberg': 'https://www.kth.se/profile/msandb/'},{'Michael Hanke': 'https://www.kth.se/profile/hanke/'},{'Michael Hanke': 'https://www.kth.se/profile/hanke/'},2021/2022,,"['18/01/2022', '07/06/2022']",17%,Normal Daytime,English,KTH Campus,Places are not limited,SF2566,Spring 2022,Available for all master programs.,,,,3.0,3.0,Spring
{'Mattias Sandberg': 'https://www.kth.se/profile/msandb/'},,,2022/2023,"Master's Programme, Computer Simulations for Science and Engineering, åk 2, Conditionally Elective","['29/08/2022', '16/01/2023']",17%,Normal Daytime,English,KTH Campus,Places are not limited,SF2566,Autumn 2022,Available for all master programs as long as it can be included in your programme.,,3.0,3.0,,,Autumn
,,,2021/2022,,"['18/01/2022', '07/06/2022']",25%,Normal Daytime,English,KTH Campus,Places are not limited,SF2567,Spring 2022,Available for all master programs.,,,,3.7,3.8,Spring
,,,2022/2023,"[""Master's Programme, Applied and Computational Mathematics, åk 1, Optional"", ""Master's Programme, Applied and Computational Mathematics, åk 1, COMA, Conditionally Elective"", ""Master's Programme, Applied and Computational Mathematics, åk 2, Optional"", ""Master's Programme, Applied and Computational Mathematics, åk 2, COMA, Conditionally Elective"", ""Master's Programme, Computer Simulations for Science and Engineering, åk 2, Conditionally Elective""]","['29/08/2022', '16/01/2023']",25%,Normal Daytime,English,KTH Campus,Places are not limited,SF2567,Autumn 2022,Available for all master programs as long as it can be included in your programme.,,3.7,3.8,,,Autumn
,{'Niclas Jansson': 'https://www.kth.se/profile/njansson/'},{'Niclas Jansson': 'https://www.kth.se/profile/njansson/'},2021/2022,"[""Master's Programme, Applied and Computational Mathematics, åk 1, Optional"", ""Master's Programme, Applied and Computational Mathematics, åk 1, DAVE, Conditionally Elective"", ""Master's Programme, Computer Simulations for Science and Engineering, åk 1, Mandatory"", ""Master's Programme, Machine Learning, åk 1, Recommended"", ""Master's Programme, Machine Learning, åk 2, Recommended"", ""Master's Programme, Systems, Control and Robotics, åk 1, Recommended"", ""Master's Programme, Systems, Control and Robotics, åk 2, Recommended""]","['18/01/2022', '07/06/2022']",25%,Normal Daytime,English,KTH Campus,Places are not limited,SF2568,Spring 2022,Available for all master program and engineering students from the 3rd study year.,,,,3.0,4.5,Spring
,,,2022/2023,"[""Master's Programme, Applied and Computational Mathematics, åk 1, Optional"", ""Master's Programme, Applied and Computational Mathematics, åk 1, COMA, Conditionally Elective"", ""Master's Programme, Applied and Computational Mathematics, åk 1, DAVE, Conditionally Elective"", ""Master's Programme, Computer Simulations for Science and Engineering, åk 1, Conditionally Elective"", ""Master's Programme, Machine Learning, åk 1, Recommended"", ""Master's Programme, Machine Learning, åk 2, Recommended"", ""Master's Programme, Systems, Control and Robotics, åk 1, Recommended"", ""Master's Programme, Systems, Control and Robotics, åk 2, Recommended""]","['17/01/2023', '05/06/2023']",25%,Normal Daytime,English,KTH Campus,Places are not limited,SF2568,Spring 2023,Available for all master program and engineering students from the 3rd study year.,,,,3.0,4.5,Spring
{'Olof Runborg': 'https://www.kth.se/profile/olofr/'},{'Michael Hanke': 'https://www.kth.se/profile/hanke/'},{'Michael Hanke': 'https://www.kth.se/profile/hanke/'},2021/2022,"Master's Programme, Computer Simulations for Science and Engineering, åk 2, Mandatory","['18/01/2022', '07/06/2022']",100%,Normal Daytime,English,KTH Campus,Places are not limited,SF259X,Spring 2022,Compulsory form TDTNM,,,,15.0,15.0,Spring
{'Olof Runborg': 'https://www.kth.se/profile/olofr/'},,,2022/2023,,"['29/08/2022', '16/01/2023']",100%,Normal Daytime,English,KTH Campus,Places are not limited,SF259X,Autumn 2022,Compulsory form TDTNM,,15.0,15.0,,,Autumn
{'Olof Runborg': 'https://www.kth.se/profile/olofr/'},,,2022/2023,"Master's Programme, Computer Simulations for Science and Engineering, åk 2, Mandatory","['17/01/2023', '05/06/2023']",100%,Normal Daytime,English,KTH Campus,Places are not limited,SF259X,Spring 2023,Compulsory form TDTNM,,,,15.0,15.0,Spring
,,,,,,,,,,,SF2701,Spring 2022,,Choose semester and course offering to see information from the correct course syllabus and course offering.,,,,,
,,,,,,,,,,,SF2701,Spring 2023,,Choose semester and course offering to see information from the correct course syllabus and course offering.,,,,,
{'David Rydh': 'https://www.kth.se/profile/dary/'},,,2022/2023,"Master's Programme, Mathematics, åk 1, Optional","['17/01/2023', '05/06/2023']",25%,Normal Daytime,English,KTH Campus,Places are not limited,SF2704,Spring 2023,,,,,3.7,3.8,Spring
{'Maurice Duits': 'https://www.kth.se/profile/duits/'},{'Kristian Bjerklöv': 'https://www.kth.se/profile/bjerklov/'},{'Kristian Bjerklöv': 'https://www.kth.se/profile/bjerklov/'},2021/2022,"['Master of Science in Engineering and in Education, åk 4, MAFY, Mandatory', 'Master of Science in Engineering and in Education, åk 4, MAKE, Mandatory', 'Master of Science in Engineering and in Education, åk 4, TEMI, Mandatory', 'Master of Science in Engineering and in Education, åk 4, TIKT, Mandatory']","['21/03/2022', '07/06/2022']",33%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF2717,Spring 2022,,,,,,6.0,Spring
{'Maurice Duits': 'https://www.kth.se/profile/duits/'},{'Maurice Duits': 'https://www.kth.se/profile/duits/'},{'Maurice Duits': 'https://www.kth.se/profile/duits/'},2022/2023,"['Master of Science in Engineering and in Education, åk 4, Mandatory', 'Master of Science in Engineering and in Education, åk 4, MAFY, Mandatory', 'Master of Science in Engineering and in Education, åk 4, MAKE, Mandatory', 'Master of Science in Engineering and in Education, åk 4, TEMI, Mandatory', 'Master of Science in Engineering and in Education, åk 4, TIKT, Mandatory']","['20/03/2023', '05/06/2023']",33%,Normal Daytime,Swedish,KTH Campus,Places are not limited,SF2717,Spring 2023,,,,,,6.0,Spring
